first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
Laurel,Devennie,F,78,1976-09-25,VP Product Management,Manufacturing,Affluent Customer,False,False,13,069 Hoard Pass,4352,QLD,Australia,5,536,0.8250000000000001
Elvira,Darthe,F,10,1975-04-08,Accounting Assistant I,Financial Services,Affluent Customer,False,False,16,89 Green Ridge Point,2168,NSW,Australia,9,536,0.8250000000000001
Angie,Tansley,M,68,1950-11-30,VP Sales,Manufacturing,Mass Customer,False,False,8,8 Cardinal Junction,2444,NSW,Australia,7,544,0.8245
Terrence,Dalligan,M,60,1998-02-19,Chemical Engineer,Manufacturing,High Net Worth,False,True,2,240 Main Hill,3200,VIC,Australia,6,544,0.8245
Katy,Crooke,F,0,1977-06-30,Food Chemist,Health,Mass Customer,False,False,13,67081 Burrows Center,2111,NSW,Australia,12,546,0.8234374999999999
Sammy,Borsi,F,99,1972-04-27,Accountant III,Financial Services,Mass Customer,False,False,5,0 Kipling Way,2289,NSW,Australia,7,546,0.8234374999999999
Morganica,Ainsbury,F,37,1973-01-06,Senior Editor,Entertainment,High Net Worth,False,True,9,1 Raven Way,2151,NSW,Australia,10,546,0.8234374999999999
Nils,Champion,M,69,1984-07-06,Programmer III,Retail,Affluent Customer,False,False,13,261 Holy Cross Park,2750,NSW,Australia,9,549,0.82
Beverlee,Querree,F,42,1991-04-21,Marketing Manager,Financial Services,High Net Worth,False,True,12,891 Ohio Terrace,2075,NSW,Australia,12,549,0.82
Cami,Eitter,F,34,1979-01-03,Professor,Manufacturing,High Net Worth,False,True,11,1408 Hovde Circle,3081,VIC,Australia,9,551,0.818125
Reiko,Degenhardt,F,83,1976-01-16,Financial Analyst,Financial Services,High Net Worth,False,True,5,50897 Northfield Road,4280,QLD,Australia,6,552,0.816
Cord,Dunsmore,M,12,1999-04-21,Internal Auditor,Manufacturing,Mass Customer,False,True,13,596 Boyd Park,4301,QLD,Australia,3,552,0.816
Gabey,Kennicott,F,55,1958-05-14,Developer I,Financial Services,Affluent Customer,False,False,17,8 Fordem Place,2322,NSW,Australia,6,552,0.816
Jacqui,Devey,F,79,1995-10-01,Analyst Programmer,Financial Services,High Net Worth,False,True,13,656 Kennedy Crossing,2261,NSW,Australia,8,555,0.8125
Byrom,Ramas,M,23,1993-11-02,Help Desk Technician,Manufacturing,High Net Worth,False,False,12,2 Jackson Place,2528,NSW,Australia,7,555,0.8125
Worthington,Ahmed,M,79,1972-03-24,Senior Cost Accountant,Financial Services,High Net Worth,False,False,13,39408 Manufacturers Road,3335,VIC,Australia,3,555,0.8125
Chico,Dye,M,46,1994-02-04,Speech Pathologist,Manufacturing,High Net Worth,False,False,13,168 Schlimgen Center,2526,NSW,Australia,9,555,0.8125
Davidde,Cockroft,M,70,1947-04-21,Geological Engineer,Manufacturing,High Net Worth,False,False,8,8 Kim Avenue,2158,NSW,Australia,12,555,0.8125
Charlie,Dmych,M,60,1950-03-31,Account Coordinator,Manufacturing,High Net Worth,False,False,13,920 Cambridge Way,2263,NSW,Australia,6,555,0.8125
Donn,Chaney,M,15,1951-01-29,Research Assistant II,,Mass Customer,False,False,13,4 Schlimgen Trail,4701,QLD,Australia,3,561,0.81015625
Kamila,Parsonage,F,80,1954-03-08,,Property,Mass Customer,False,False,5,31 Mccormick Court,4131,QLD,Australia,8,562,0.81
Barth,Sapshed,M,4,1994-06-16,Executive Secretary,Financial Services,Mass Customer,False,True,13,65 Milwaukee Lane,4520,QLD,Australia,10,563,0.8075
Padriac,Collacombe,M,67,1967-04-07,Software Consultant,Health,Affluent Customer,False,False,13,76 Mendota Park,2090,NSW,Australia,10,563,0.8075
Olive,Mozzi,F,87,1955-07-06,Account Representative IV,Retail,Affluent Customer,False,True,20,26667 Rigney Place,2567,NSW,Australia,9,563,0.8075
Benedict,Rosas,M,73,1955-11-25,Actuary,Financial Services,High Net Worth,False,True,15,898 Muir Court,2142,NSW,Australia,6,563,0.8075
Virginia,De Antoni,F,17,1964-03-14,Executive Secretary,Telecommunications,High Net Worth,False,True,12,88093 Pierstorff Plaza,2030,NSW,Australia,10,563,0.8075
Nicolas,O'Donnell,M,40,1986-09-25,Internal Auditor,,Mass Customer,False,True,14,3319 Anthes Crossing,3177,VIC,Australia,7,568,0.8
Oswald,MacCarlich,M,81,1991-11-24,Assistant Media Planner,Entertainment,Mass Customer,False,False,14,16 Mosinee Place,4717,QLD,Australia,1,568,0.8
Ailyn,Howgate,F,66,2001-09-27,Electrical Engineer,Manufacturing,Mass Customer,False,True,2,197 Northport Plaza,4213,QLD,Australia,7,568,0.8
Karol,Salthouse,F,53,1968-07-29,Research Assistant III,Financial Services,Mass Customer,False,True,18,10236 Mifflin Avenue,2570,NSW,Australia,8,568,0.8
Esdras,Birchett,M,81,1950-12-09,Assistant Media Planner,Entertainment,Mass Customer,False,True,21,5287 Clarendon Plaza,2258,NSW,Australia,9,568,0.8
Wilfrid,Gertray,M,1,1942-08-23,Accounting Assistant I,Financial Services,Mass Customer,False,False,16,38407 Sutteridge Circle,2766,NSW,Australia,8,568,0.8
Charmain,Styles,F,49,1965-02-25,Programmer Analyst I,Property,High Net Worth,False,True,18,423 Holy Cross Lane,3029,VIC,Australia,7,574,0.7989999999999999
Harlene,Nono,,69,,Human Resources Manager,IT,Mass Customer,False,False,12,0307 Namekagon Crossing,2170,NSW,Australia,7,575,0.796875
Kirsteni,Gritskov,F,66,1998-05-12,,,Mass Customer,False,False,4,743 Stuart Terrace,2560,NSW,Australia,7,575,0.796875
Bobby,Summersby,M,90,1943-10-27,Sales Associate,Financial Services,Affluent Customer,False,False,7,1478 Oak Valley Park,3350,VIC,Australia,2,575,0.796875
Shepherd,Dutchburn,M,33,1976-08-12,Senior Sales Associate,Financial Services,High Net Worth,False,True,9,8970 Anhalt Junction,2160,NSW,Australia,9,575,0.796875
Berenice,Kaesmakers,F,64,1994-10-15,Sales Representative,Retail,Mass Customer,False,False,11,563 Waywood Park,2145,NSW,Australia,9,575,0.796875
Jesse,Crosio,M,75,1994-04-15,Data Coordiator,,Mass Customer,False,True,13,9313 Mayer Street,3133,VIC,Australia,8,575,0.796875
Cordi,Thornton,F,47,1973-01-04,Structural Engineer,Telecommunications,Mass Customer,False,False,11,2978 Mccormick Center,2028,NSW,Australia,10,575,0.796875
Debbie,Tillman,F,3,1990-07-06,Account Coordinator,Manufacturing,High Net Worth,False,True,13,527 Jay Trail,4551,QLD,Australia,8,582,0.79
Judie,Pirkis,F,2,1995-07-18,Recruiter,,Affluent Customer,False,True,4,6 Loftsgordon Pass,2111,NSW,Australia,11,583,0.7875
Flin,Yoskowitz,M,9,1995-12-17,Registered Nurse,Health,Mass Customer,False,True,11,9940 Manley Drive,2574,NSW,Australia,7,583,0.7875
Noel,Sturch,F,26,1951-10-28,Environmental Specialist,Health,Mass Customer,False,False,10,0736 West Crossing,3585,VIC,Australia,1,583,0.7875
Letizia,Poore,F,27,1938-08-30,Web Developer II,Manufacturing,Affluent Customer,False,False,15,95796 Mcbride Drive,3677,VIC,Australia,3,583,0.7875
Raynard,,M,32,1996-04-13,Statistician III,Health,Affluent Customer,False,False,14,20187 Loomis Court,4132,QLD,Australia,6,587,0.78625
Kiley,Grunder,M,95,1994-04-17,Cost Accountant,Financial Services,Affluent Customer,False,True,1,17393 Colorado Hill,4006,QLD,Australia,8,587,0.78625
Ethelred,Sissel,M,83,1974-12-25,Programmer Analyst IV,Health,High Net Worth,False,False,18,65 Rutledge Parkway,2539,NSW,Australia,8,587,0.78625
Dena,Pabst,F,39,1987-04-20,Account Executive,Manufacturing,High Net Worth,False,True,17,02023 Loeprich Drive,3037,VIC,Australia,7,590,0.7835937499999999
Wyndham,Woolford,M,1,1979-10-22,Engineer IV,Manufacturing,Mass Customer,False,False,10,9107 Pine View Plaza,3977,VIC,Australia,6,591,0.782
Rochette,Haddacks,F,44,1996-05-10,Tax Accountant,Retail,Affluent Customer,False,True,13,822 Di Loreto Junction,3020,VIC,Australia,8,591,0.782
Jamal,Dudgeon,M,83,1965-02-09,Mechanical Systems Engineer,Financial Services,Mass Customer,False,False,7,2712 Namekagon Crossing,3029,VIC,Australia,5,591,0.782
Levin,Coxen,M,13,1955-10-22,Accountant I,Property,Mass Customer,False,False,20,32 Hazelcrest Court,2753,NSW,Australia,8,594,0.78125
Marinna,Kauschke,F,21,1973-03-15,Sales Associate,Financial Services,Affluent Customer,False,True,8,9 Forster Circle,3174,VIC,Australia,3,595,0.775625
Kyle,Michie,F,6,1958-07-19,Nurse Practicioner,,Mass Customer,False,True,10,07226 Anzinger Avenue,3032,VIC,Australia,8,595,0.775625
Lanie,Cobbold,M,57,1978-12-31,Senior Sales Associate,,Mass Customer,False,True,9,936 Porter Lane,2323,NSW,Australia,5,595,0.775625
Gilbert,O'Fallone,M,29,1994-11-07,Assistant Media Planner,Entertainment,High Net Worth,False,False,1,6 Havey Pass,2126,NSW,Australia,11,595,0.775625
Gerianne,Kaysor,,15,,Project Manager,IT,Affluent Customer,False,False,5,882 Toban Lane,2121,NSW,Australia,11,599,0.775
Esther,McOnie,F,59,1939-05-26,Legal Assistant,,Mass Customer,False,False,14,844 Forster Place,2096,NSW,Australia,12,599,0.775
Chaim,Kingdon,M,63,1996-01-21,Compensation Analyst,Financial Services,Affluent Customer,False,True,15,42590 Bellgrove Court,2097,NSW,Australia,9,599,0.775
Anson,Dearnaly,M,68,1997-06-29,Data Coordiator,Health,Affluent Customer,False,True,11,6060 Veith Crossing,2103,NSW,Australia,11,602,0.7735
Caitrin,Critten,F,45,1973-01-29,Director of Sales,Manufacturing,Mass Customer,False,True,10,25 Lakeland Point,4113,QLD,Australia,7,603,0.7703125
Garreth,Minett,M,93,1961-05-23,Physical Therapy Assistant,,Affluent Customer,False,True,10,21667 Randy Crossing,3163,VIC,Australia,7,604,0.765
Rozamond,Sommer,F,27,1966-09-19,Operator,IT,Affluent Customer,False,True,12,608 Dapin Court,3129,VIC,Australia,10,604,0.765
Annabell,Downer,F,33,1955-11-25,Budget/Accounting Analyst II,,Affluent Customer,False,False,20,8738 Lukken Terrace,2763,NSW,Australia,9,606,0.7649999999999999
Maximilian,Geffen,M,96,1955-07-13,Automation Specialist III,Manufacturing,Mass Customer,False,True,20,8634 Wayridge Pass,2750,NSW,Australia,8,606,0.7649999999999999
Ajay,Worham,F,80,1979-09-30,Computer Systems Analyst I,Manufacturing,Mass Customer,False,True,12,5 Homewood Road,2800,NSW,Australia,6,606,0.7649999999999999
Jamison,Cashin,M,70,1970-05-19,VP Product Management,Health,Mass Customer,False,True,5,7 Dunning Avenue,2477,NSW,Australia,8,609,0.7625
Dorian,Emery,F,94,1998-08-24,Professor,Manufacturing,Mass Customer,False,True,9,67 Beilfuss Plaza,2168,NSW,Australia,8,609,0.7625
Nicol,Swinford,M,65,1976-12-07,VP Marketing,Property,High Net Worth,False,False,16,976 Roxbury Alley,4157,QLD,Australia,7,609,0.7625
Agna,Cowpe,F,88,1969-03-05,,Property,Mass Customer,False,True,7,2 Main Lane,4114,QLD,Australia,3,612,0.7570312499999999
Nev,Prosh,M,29,1950-05-08,Environmental Tech,Health,Affluent Customer,False,True,17,6115 Forest Crossing,2148,NSW,Australia,8,612,0.7570312499999999
Lucius,Hatchell,M,37,1951-03-19,Media Manager II,Retail,Mass Customer,False,True,14,432 Ronald Regan Court,3782,VIC,Australia,8,612,0.7570312499999999
Francisca,Pottage,F,63,1957-06-10,Software Engineer II,IT,Mass Customer,False,False,8,8600 Forster Lane,2177,NSW,Australia,9,615,0.7565
Farlie,Brookz,M,62,1963-07-31,Administrative Assistant I,Health,Mass Customer,False,True,6,6692 Independence Way,2070,NSW,Australia,12,615,0.7565
Mariette,,F,47,1956-07-05,Programmer II,Property,Affluent Customer,False,True,17,770 Farmco Point,2049,NSW,Australia,11,617,0.7543749999999999
Beverlee,Ungerechts,F,49,1973-10-03,Civil Engineer,Manufacturing,Mass Customer,False,False,8,602 Toban Center,4020,QLD,Australia,7,617,0.7543749999999999
Nanni,Girodias,F,61,1959-01-08,,Retail,High Net Worth,False,False,16,74 Shopko Pass,2161,NSW,Australia,9,617,0.7543749999999999
Delcina,Hursey,F,22,1968-12-26,,Financial Services,Mass Customer,False,True,7,804 Washington Point,4132,QLD,Australia,4,620,0.75
Lek,Pimblett,M,88,1955-09-29,Product Engineer,Financial Services,Mass Customer,False,True,6,97 Merrick Center,2460,NSW,Australia,2,620,0.75
Kellyann,Adshad,F,62,1940-06-07,,,Mass Customer,False,True,22,29 Tennyson Alley,2161,NSW,Australia,9,620,0.75
Ewell,Paulusch,M,31,1998-01-15,Engineer I,Manufacturing,Mass Customer,False,True,8,8194 Lien Street,4032,QLD,Australia,7,620,0.75
Madison,Lars,M,11,1967-01-19,Health Coach III,Health,Mass Customer,False,False,19,9503 New Castle Street,4500,QLD,Australia,9,620,0.75
Ardis,Taree,F,97,1960-04-12,Chemical Engineer,Manufacturing,Affluent Customer,False,True,5,0 Emmet Trail,4128,QLD,Australia,9,625,0.748
Wheeler,Godsil,M,51,1993-09-20,Geologist IV,Manufacturing,Affluent Customer,False,True,6,7 Spaight Drive,2147,NSW,Australia,9,626,0.74375
Marissa,O'Scandall,F,17,1973-07-13,,,Affluent Customer,False,True,7,45000 Randy Court,3199,VIC,Australia,7,626,0.74375
Terrel,Keynd,M,30,1961-04-20,Junior Executive,Manufacturing,Mass Customer,False,False,9,65 David Pass,4221,QLD,Australia,7,626,0.74375
Augie,Swallwell,M,42,1939-08-22,,Property,Affluent Customer,False,True,13,7 Golden Leaf Avenue,2400,NSW,Australia,2,626,0.74375
Dillon,Bannister,M,7,1945-12-24,Tax Accountant,,Mass Customer,False,False,11,43 Dayton Drive,2062,NSW,Australia,9,626,0.74375
Osbourn,Gherardini,M,43,1987-05-01,,,High Net Worth,False,True,16,5 Dryden Road,2782,NSW,Australia,7,626,0.74375
Lissa,Gawn,F,86,1962-09-21,Legal Assistant,Health,Mass Customer,False,True,17,14183 Iowa Center,4503,QLD,Australia,5,632,0.74
Leisha,McConway,F,3,1975-10-31,Payment Adjustment Coordinator,Financial Services,Mass Customer,False,True,13,95 Del Mar Court,3175,VIC,Australia,8,632,0.74
Kearney,Cuddehy,M,88,1997-05-18,Marketing Assistant,Retail,Mass Customer,False,False,12,98 Shoshone Road,4207,QLD,Australia,6,634,0.7394999999999999
Shellysheldon,Bichard,M,96,1954-01-06,Desktop Support Technician,Financial Services,Mass Customer,False,True,16,7199 Springview Parkway,4503,QLD,Australia,5,634,0.7394999999999999
Reinhard,Oscroft,M,23,1950-03-18,Pharmacist,Health,High Net Worth,False,False,18,045 Magdeline Court,3690,VIC,Australia,1,634,0.7394999999999999
Menard,Venmore,M,97,1978-04-04,Assistant Professor,Retail,High Net Worth,False,False,8,5 Hoard Trail,2197,NSW,Australia,10,637,0.7374999999999999
Andree,Breeds,F,31,1954-10-19,Senior Editor,Financial Services,Affluent Customer,False,True,11,93 Scofield Pass,3152,VIC,Australia,6,637,0.7374999999999999
Kata,Harrop,F,70,1950-05-04,,Retail,Affluent Customer,False,True,13,2 Ridgeway Avenue,2196,NSW,Australia,10,637,0.7374999999999999
Pierrette,Gummie,F,18,1966-08-04,Statistician II,Retail,Affluent Customer,False,False,14,29 Maple Trail,3143,VIC,Australia,8,637,0.7374999999999999
Nady,Withinshaw,F,96,1968-02-17,Database Administrator III,,High Net Worth,False,False,8,7 Brentwood Circle,4000,QLD,Australia,7,641,0.7343749999999999
Demott,Mullaly,M,42,1982-12-15,Help Desk Operator,Property,Mass Customer,False,False,13,28 Hazelcrest Drive,2525,NSW,Australia,8,642,0.7331249999999999
Wendye,Kleinplatz,F,48,1996-05-28,Executive Secretary,Manufacturing,Affluent Customer,False,False,14,01 Reindahl Circle,4132,QLD,Australia,3,643,0.731
Irvin,Bevans,M,82,1962-07-12,Payment Adjustment Coordinator,Manufacturing,Mass Customer,False,False,12,5880 Hauk Street,2046,NSW,Australia,11,644,0.73046875
Madella,Marquiss,F,51,1976-10-08,VP Marketing,,Affluent Customer,False,False,18,0 Larry Park,3175,VIC,Australia,8,644,0.73046875
Austine,Speedy,F,38,1940-05-23,Software Engineer II,Argiculture,High Net Worth,False,True,14,69 Sunfield Terrace,2558,NSW,Australia,8,646,0.73
Wolf,Craft,M,93,1995-07-19,Database Administrator III,Retail,Affluent Customer,False,True,5,7513 Swallow Drive,2148,NSW,Australia,9,646,0.73
Aldin,Newsome,M,24,1981-07-06,Financial Analyst,Financial Services,Mass Customer,False,False,17,058 Morningstar Center,2127,NSW,Australia,9,648,0.725
Sindee,Jasik,F,18,1942-10-21,Social Worker,Health,Mass Customer,False,True,15,0689 Melby Park,4030,QLD,Australia,9,648,0.725
Truman,Arlett,M,58,1958-06-25,Technical Writer,Manufacturing,High Net Worth,False,True,16,3 Spohn Circle,2477,NSW,Australia,5,648,0.725
Gordon,Rewan,M,42,1988-01-07,Chief Design Engineer,,Mass Customer,False,False,5,91 Calypso Trail,2750,NSW,Australia,8,651,0.7225
Israel,Brough,M,29,1976-10-29,,,Mass Customer,False,True,8,43863 Victoria Lane,2281,NSW,Australia,7,651,0.7225
Leticia,Hovenden,F,98,1997-04-03,Mechanical Systems Engineer,Retail,Mass Customer,False,True,1,54782 Lake View Parkway,3178,VIC,Australia,9,653,0.7187500000000001
Caritta,Compston,F,86,1958-04-25,Geological Engineer,Manufacturing,Mass Customer,False,True,17,48971 Marquette Point,3976,VIC,Australia,5,653,0.7187500000000001
Annabelle,Hanwell,F,11,1951-11-28,Professor,Manufacturing,High Net Worth,False,True,15,99 Sherman Parkway,3083,VIC,Australia,12,655,0.7171875
Darryl,Hovee,F,2,1944-04-28,Professor,Financial Services,Mass Customer,False,True,19,381 Emmet Terrace,2047,NSW,Australia,12,655,0.7171875
Orly,Nesbitt,F,6,1985-03-25,Analyst Programmer,Manufacturing,High Net Worth,False,True,14,7 Beilfuss Road,3163,VIC,Australia,6,657,0.714
Margette,Gibard,F,34,1942-07-06,,Manufacturing,Affluent Customer,False,True,9,37068 Montana Street,2011,NSW,Australia,7,658,0.7124999999999999
Nicol,Bertot,F,25,1977-09-11,Financial Advisor,Financial Services,Affluent Customer,False,True,18,7 Elgar Hill,3060,VIC,Australia,5,658,0.7124999999999999
Nobe,Trowsdale,M,12,1968-07-12,Community Outreach Specialist,Financial Services,Mass Customer,False,False,16,36506 Bartillon Point,3816,VIC,Australia,3,658,0.7124999999999999
Stephen,Tittershill,M,73,1991-12-21,Nurse Practicioner,Financial Services,High Net Worth,False,False,6,8 Scott Drive,3150,VIC,Australia,11,658,0.7124999999999999
Giselbert,Pickring,M,94,1959-07-28,Tax Accountant,Manufacturing,Affluent Customer,False,True,20,653 2nd Park,2766,NSW,Australia,8,662,0.711875
Shane,Diss,F,50,1980-10-29,,Financial Services,High Net Worth,False,True,16,22 Shelley Plaza,3198,VIC,Australia,8,662,0.711875
Lisette,Davers,F,59,1940-10-26,Developer III,Health,High Net Worth,False,False,17,504 Stuart Pass,2130,NSW,Australia,11,662,0.711875
Chicky,Sinclar,,43,,Operator,IT,High Net Worth,False,True,0,5 Red Cloud Place,3222,VIC,Australia,4,662,0.711875
Kippar,Whyatt,M,13,1960-01-21,,Property,Mass Customer,False,False,10,264 Valley Edge Pass,2259,NSW,Australia,7,666,0.71
Xenia,Maleck,F,41,1960-02-14,VP Product Management,Telecommunications,Mass Customer,False,False,12,5 Southridge Hill,3029,VIC,Australia,7,666,0.71
Essie,Withur,F,42,1941-02-26,Director of Sales,Financial Services,High Net Worth,False,False,19,539 Graceland Pass,3444,VIC,Australia,7,668,0.7054999999999999
Cecil,Gant,M,52,1976-07-16,,,High Net Worth,False,True,9,22435 Barnett Court,2145,NSW,Australia,8,668,0.7054999999999999
Lillis,Eshmade,F,50,1974-10-12,Structural Analysis Engineer,Financial Services,Mass Customer,False,True,22,46057 Harbort Hill,4304,QLD,Australia,2,668,0.7054999999999999
Ted,Izacenko,M,3,1959-08-01,Librarian,Entertainment,High Net Worth,False,False,9,2 Shasta Place,3130,VIC,Australia,10,668,0.7054999999999999
Nixie,Shoesmith,F,45,1956-12-04,Junior Executive,Retail,Affluent Customer,False,False,12,77608 Donald Center,4516,QLD,Australia,6,672,0.7039062500000001
Briana,Trill,F,5,1944-03-18,Health Coach III,Health,High Net Worth,False,False,11,0433 La Follette Road,2137,NSW,Australia,11,672,0.7039062500000001
Cobbie,Bruyett,M,20,1956-03-19,Associate Professor,,Mass Customer,False,True,20,8593 Prairie Rose Way,2500,NSW,Australia,8,674,0.703125
Wrennie,Dwelly,F,23,1940-03-11,Operator,Manufacturing,Mass Customer,False,False,18,179 Carey Terrace,3020,VIC,Australia,9,674,0.703125
Sibylla,Kibble,F,73,1962-08-05,Pharmacist,Health,High Net Worth,False,False,12,3 Ruskin Hill,2122,NSW,Australia,9,676,0.70125
Kariotta,Naper,F,8,1952-04-07,VP Sales,Health,Mass Customer,False,False,21,87 Crescent Oaks Alley,2756,NSW,Australia,10,676,0.70125
Wylie,Huntingdon,M,99,1966-08-11,VP Quality Control,Financial Services,Mass Customer,False,False,15,08822 Duke Road,2763,NSW,Australia,8,676,0.70125
Lizbeth,Garvan,F,36,1996-09-06,Structural Analysis Engineer,Health,Mass Customer,False,False,4,5 Schurz Street,2141,NSW,Australia,9,676,0.70125
Averil,Ackery,M,93,1970-09-09,Sales Representative,Retail,Mass Customer,False,True,7,344 Darwin Junction,2093,NSW,Australia,12,676,0.70125
Myrtie,Ostrich,F,70,1996-06-18,VP Quality Control,Property,Affluent Customer,False,True,9,320 Acker Drive,2251,NSW,Australia,7,676,0.70125
Ross,Vidgen,M,17,1947-12-28,VP Sales,Retail,Affluent Customer,False,False,12,2874 Bay Hill,4032,QLD,Australia,9,682,0.7000000000000001
Sibby,Skinner,F,25,1981-05-05,Accountant IV,Manufacturing,Mass Customer,False,True,12,3 Sunbrook Alley,4178,QLD,Australia,7,682,0.7000000000000001
Selle,Casper,F,98,1978-03-27,Social Worker,Health,Mass Customer,False,True,10,34 Jay Hill,2880,NSW,Australia,1,684,0.7
Andrew,Froment,M,58,1977-07-19,Office Assistant IV,Retail,High Net Worth,False,False,7,78 Bluestem Road,3860,VIC,Australia,2,684,0.7
Maurizia,Ritmeyer,F,95,1980-04-09,Teacher,Entertainment,Mass Customer,False,True,3,0 Express Lane,2142,NSW,Australia,6,684,0.7
Keenan,Moriarty,M,67,1994-12-23,Actuary,Financial Services,Mass Customer,False,True,2,077 Hansons Point,4075,QLD,Australia,8,684,0.7
Davide,Senten,M,22,1941-02-23,Accounting Assistant II,Manufacturing,Mass Customer,False,False,11,23737 Bartillon Street,2171,NSW,Australia,9,688,0.697
Renie,Fiveash,F,92,1992-10-10,Occupational Therapist,Health,High Net Worth,False,False,16,2 Anniversary Trail,4508,QLD,Australia,4,688,0.697
Willard,Booton,M,69,1938-09-02,,Health,High Net Worth,False,True,7,05 Ronald Regan Alley,2121,NSW,Australia,9,688,0.697
Debby,Balmadier,F,53,1992-06-24,Administrative Assistant II,Financial Services,Affluent Customer,False,True,5,738 Spaight Drive,3216,VIC,Australia,8,691,0.6906249999999999
Rockie,MacKibbon,M,42,1978-04-20,,,Mass Customer,False,True,13,8 Bunker Hill Court,2298,NSW,Australia,8,691,0.6906249999999999
Harvey,Dwelley,M,70,1973-08-30,Help Desk Technician,Financial Services,Affluent Customer,False,False,18,59846 2nd Pass,2077,NSW,Australia,9,691,0.6906249999999999
Patrice,Pariss,M,96,1954-06-15,VP Accounting,Financial Services,Mass Customer,False,False,9,3745 Thierer Trail,4078,QLD,Australia,5,691,0.6906249999999999
Arman,Yakubov,M,68,1977-10-07,VP Quality Control,Property,High Net Worth,False,True,17,11121 Jackson Crossing,2323,NSW,Australia,4,691,0.6906249999999999
Gardiner,Gypps,M,91,1991-06-01,VP Product Management,Retail,Mass Customer,False,True,13,1 Elgar Alley,2166,NSW,Australia,9,691,0.6906249999999999
Cathleen,Le Teve,F,75,1950-11-06,Recruiting Manager,,High Net Worth,False,False,18,32834 Caliangt Way,4211,QLD,Australia,3,691,0.6906249999999999
Thaddus,Joder,M,31,1957-12-10,,Manufacturing,Mass Customer,False,False,7,27185 Fisk Drive,2290,NSW,Australia,8,698,0.69
Josepha,Clamp,F,12,1961-11-03,Marketing Manager,,High Net Worth,False,False,12,2 Harper Junction,2069,NSW,Australia,12,698,0.69
Jillane,Simion,F,8,1974-07-03,VP Marketing,Manufacturing,High Net Worth,False,False,7,7 Caliangt Street,4209,QLD,Australia,3,700,0.6875
Lynnell,Shoesmith,F,44,1981-01-29,Occupational Therapist,Health,High Net Worth,False,True,7,5331 Ilene Parkway,2560,NSW,Australia,8,700,0.6875
Mandie,MacAdie,F,39,1974-12-25,Chief Design Engineer,Telecommunications,High Net Worth,False,False,13,1009 Roxbury Point,2110,NSW,Australia,11,700,0.6875
Ferdinand,Billie,M,97,1965-09-04,Chemical Engineer,Manufacturing,Mass Customer,False,False,6,660 Carey Avenue,2759,NSW,Australia,8,700,0.6875
Suzy,Bussens,F,44,1973-04-29,,Financial Services,Mass Customer,False,False,13,25 Oneill Alley,4102,QLD,Australia,9,700,0.6875
Emeline,Vezey,F,37,1953-08-07,Dental Hygienist,Health,Affluent Customer,False,True,19,2 Golden Leaf Parkway,3759,VIC,Australia,7,700,0.6875
Cissiee,Baylis,F,99,1951-07-22,Cost Accountant,Financial Services,High Net Worth,False,False,16,18 Dottie Park,2230,NSW,Australia,11,700,0.6875
Roldan,Raybould,M,27,1975-11-18,Actuary,Financial Services,Mass Customer,False,False,11,85 Badeau Pass,3158,VIC,Australia,8,700,0.6875
Barth,Weare,M,18,1946-08-22,Clinical Specialist,Health,Mass Customer,False,True,8,784 Lotheville Court,2541,NSW,Australia,5,708,0.68
Alta,Pithcock,F,64,1999-11-18,GIS Technical Architect,Financial Services,Mass Customer,False,False,2,57568 Northview Junction,2141,NSW,Australia,7,708,0.68
Marc,Keunemann,M,57,1972-09-04,Dental Hygienist,Health,Affluent Customer,False,True,14,283 Golf View Lane,2747,NSW,Australia,8,708,0.68
Bertine,Smalles,F,85,1983-12-10,VP Quality Control,Financial Services,Mass Customer,False,True,9,7 Johnson Hill,3028,VIC,Australia,8,708,0.68
Wilbert,O'Loughnan,M,14,1983-05-18,Paralegal,Financial Services,Mass Customer,False,True,6,22580 Doe Crossing Drive,4055,QLD,Australia,9,708,0.68
Seymour,Fellibrand,M,28,1971-10-11,Structural Analysis Engineer,,Affluent Customer,False,True,18,96081 Lakewood Hill,4650,QLD,Australia,2,708,0.68
Miran,Runchman,F,47,1975-07-09,Nurse,Retail,Mass Customer,False,False,17,6634 Old Gate Parkway,4304,QLD,Australia,3,708,0.68
Dorotea,Fenwick,F,74,1950-10-12,Nurse,Financial Services,High Net Worth,False,False,12,72 Lukken Crossing,2016,NSW,Australia,11,715,0.67734375
Jenny,Massy,F,82,1963-10-16,Project Manager,Telecommunications,Mass Customer,False,True,10,6 Meadow Ridge Pass,2470,NSW,Australia,2,715,0.67734375
Hyman,Petrolli,M,8,1965-09-09,Senior Sales Associate,,Affluent Customer,False,True,4,290 Menomonie Circle,3782,VIC,Australia,7,715,0.67734375
Beatrix,McGivena,F,26,1966-10-18,Assistant Manager,Health,Mass Customer,False,True,9,6 Sutherland Parkway,4879,QLD,Australia,10,715,0.67734375
Nalani,Hallad,F,15,1999-11-30,Environmental Specialist,Health,Affluent Customer,False,True,9,1 Oriole Crossing,3184,VIC,Australia,9,719,0.675
Inglebert,Butland,M,71,1966-01-30,Actuary,Financial Services,Mass Customer,False,True,7,51837 Canary Center,2114,NSW,Australia,9,719,0.675
